Lead_ID,Acquisition_Channel,Current_Stage,Annual_Contract_Value_USD,Creation_Date,Days_to_Close,Close_Date
11957,Outbound,Closed Lost,19733.69,2025-01-22,133.0,2025-06-04
11959,Outbound,Closed Lost,26419.44,2025-04-15,139.0,2025-09-01
11962,Outbound,Closed Lost,26399.29,2025-10-03,89.0,2025-12-31
11966,Outbound,Closed Lost,28382.05,2025-04-24,48.0,2025-06-11
11978,Outbound,Closed Lost,24128.64,2025-06-21,80.0,2025-09-09
11993,Outbound,Closed Lost,23502.58,2025-11-28,71.0,2026-02-07
12010,Outbound,Closed Lost,23820.73,2025-06-07,77.0,2025-08-23
12015,Outbound,Closed Lost,22136.15,2025-05-02,159.0,2025-10-08
12016,Outbound,Closed Lost,26554.66,2025-04-18,85.0,2025-07-12
12022,Outbound,Closed Lost,26097.28,2025-09-02,134.0,2026-01-14
12027,Outbound,Closed Lost,31192.66,2025-06-24,149.0,2025-11-20
12030,Outbound,Closed Lost,24413.58,2025-09-18,146.0,2026-02-11
12035,Outbound,Closed Lost,31406.76,2025-03-10,36.0,2025-04-15
12043,Outbound,Closed Lost,21709.37,2025-12-04,173.0,2026-05-26
12049,Outbound,Closed Lost,28605.8,2025-09-30,159.0,2026-03-08
12051,Outbound,Closed Lost,25173.59,2025-05-29,122.0,2025-09-28
12057,Outbound,Closed Lost,21703.25,2025-11-02,49.0,2025-12-21
12058,Outbound,Closed Lost,27062.28,2025-03-31,63.0,2025-06-02
12060,Outbound,Closed Lost,23638.33,2025-09-19,52.0,2025-11-10
12064,Outbound,Closed Lost,29197.68,2025-09-11,169.0,2026-02-27
12078,Outbound,Closed Lost,21085.55,2025-11-03,165.0,2026-04-17
12080,Outbound,Closed Lost,20698.81,2025-12-23,110.0,2026-04-12
12085,Outbound,Closed Lost,19106.39,2025-09-19,160.0,2026-02-26
12096,Outbound,Closed Lost,24963.1,2025-04-27,81.0,2025-07-17
12098,Outbound,Closed Lost,23692.71,2025-02-15,135.0,2025-06-30
12099,Outbound,Closed Lost,26326.95,2025-06-15,129.0,2025-10-22
12104,Outbound,Closed Lost,21470.07,2025-07-28,53.0,2025-09-19
12105,Outbound,Closed Lost,27784.27,2025-09-05,69.0,2025-11-13
12115,Outbound,Closed Lost,25276.17,2025-01-08,162.0,2025-06-19
12117,Outbound,Closed Lost,32589.78,2025-11-11,108.0,2026-02-27
12142,Outbound,Closed Lost,23634.4,2025-04-24,97.0,2025-07-30
12145,Outbound,Closed Lost,26653.05,2025-10-03,37.0,2025-11-09
12160,Outbound,Closed Lost,35587.17,2025-08-01,104.0,2025-11-13
12165,Outbound,Closed Lost,22839.36,2025-05-31,68.0,2025-08-07
12167,Outbound,Closed Lost,24876.13,2025-11-16,162.0,2026-04-27
12169,Outbound,Closed Lost,27840.42,2025-05-17,52.0,2025-07-08
12171,Outbound,Closed Lost,26267.3,2025-02-23,149.0,2025-07-22
12188,Outbound,Closed Lost,24905.44,2025-03-28,172.0,2025-09-16
12190,Outbound,Closed Lost,23107.46,2025-08-11,168.0,2026-01-26
12199,Outbound,Closed Lost,22652.94,2025-02-04,88.0,2025-05-03
12215,Outbound,Closed Lost,19484.44,2025-02-03,74.0,2025-04-18
12221,Outbound,Closed Lost,20605.08,2025-07-25,75.0,2025-10-08
12249,Outbound,Closed Lost,21053.68,2025-09-25,116.0,2026-01-19
12261,Outbound,Closed Lost,27837.66,2025-04-01,32.0,2025-05-03
12267,Outbound,Closed Lost,24984.68,2025-09-04,46.0,2025-10-20
12268,Outbound,Closed Lost,26196.29,2025-08-22,61.0,2025-10-22
12270,Outbound,Closed Lost,19666.96,2025-05-12,63.0,2025-07-14
12273,Outbound,Closed Lost,27122.37,2025-12-01,79.0,2026-02-18
12276,Outbound,Closed Lost,29060.36,2025-06-10,118.0,2025-10-06
12277,Outbound,Closed Lost,29039.71,2025-04-27,158.0,2025-10-02
12278,Outbound,Closed Lost,29331.01,2025-08-29,114.0,2025-12-21
12283,Outbound,Closed Lost,24072.8,2025-10-25,148.0,2026-03-22
12291,Outbound,Closed Lost,23329.66,2025-06-12,63.0,2025-08-14
12308,Outbound,Closed Lost,22652.23,2025-08-16,173.0,2026-02-05
12311,Outbound,Closed Lost,26382.39,2025-10-14,134.0,2026-02-25
12319,Outbound,Closed Lost,27903.38,2025-08-03,76.0,2025-10-18
12322,Outbound,Closed Lost,25973.97,2025-05-28,173.0,2025-11-17
12329,Outbound,Closed Lost,29608.18,2025-06-18,147.0,2025-11-12
12334,Outbound,Closed Lost,22182.53,2025-09-18,78.0,2025-12-05
12349,Outbound,Closed Lost,26028.78,2025-12-29,141.0,2026-05-19
12353,Outbound,Closed Lost,24073.12,2025-09-16,104.0,2025-12-29
12362,Outbound,Closed Lost,28573.78,2025-10-12,91.0,2026-01-11
12368,Outbound,Closed Lost,20778.74,2025-11-20,170.0,2026-05-09
12370,Outbound,Closed Lost,24617.78,2025-07-09,87.0,2025-10-04
12371,Outbound,Closed Lost,25307.94,2025-11-12,88.0,2026-02-08
12373,Outbound,Closed Lost,26899.68,2025-03-25,115.0,2025-07-18
12378,Outbound,Closed Lost,26061.31,2025-08-05,136.0,2025-12-19
12380,Outbound,Closed Lost,25490.08,2025-09-03,82.0,2025-11-24
12399,Outbound,Closed Lost,24776.96,2025-03-20,127.0,2025-07-25
12405,Outbound,Closed Lost,23042.42,2025-04-11,79.0,2025-06-29
12424,Outbound,Closed Lost,18785.87,2025-01-17,142.0,2025-06-08
12441,Outbound,Closed Lost,24494.74,2025-12-31,127.0,2026-05-07
12442,Outbound,Closed Lost,26810.94,2025-03-12,144.0,2025-08-03
12443,Outbound,Closed Lost,29123.83,2025-06-05,69.0,2025-08-13
12453,Outbound,Closed Lost,25129.09,2025-02-25,168.0,2025-08-12
12457,Outbound,Closed Lost,24150.54,2025-11-04,47.0,2025-12-21
12458,Outbound,Closed Lost,18924.88,2025-08-10,107.0,2025-11-25
12464,Outbound,Closed Lost,25893.63,2025-05-31,142.0,2025-10-20
12465,Outbound,Closed Lost,26350.47,2025-07-04,109.0,2025-10-21
12470,Outbound,Closed Lost,25195.07,2025-05-18,156.0,2025-10-21
12480,Outbound,Closed Lost,23866.71,2025-12-29,62.0,2026-03-01
12487,Outbound,Closed Lost,21656.4,2025-06-23,35.0,2025-07-28
12496,Outbound,Closed Lost,24847.6,2025-07-13,107.0,2025-10-28
12503,Outbound,Closed Lost,23115.55,2025-06-13,116.0,2025-10-07
12508,Outbound,Closed Lost,22009.21,2025-01-16,165.0,2025-06-30
12535,Outbound,Closed Lost,27621.97,2025-10-08,175.0,2026-04-01
12537,Outbound,Closed Lost,25548.98,2025-11-23,140.0,2026-04-12
12540,Outbound,Closed Lost,25708.43,2025-05-09,166.0,2025-10-22
12549,Outbound,Closed Lost,22675.11,2025-07-02,162.0,2025-12-11
12561,Outbound,Closed Lost,23122.25,2025-12-06,30.0,2026-01-05
12580,Outbound,Closed Lost,22731.99,2025-03-26,165.0,2025-09-07
12585,Outbound,Closed Lost,22215.34,2025-09-05,51.0,2025-10-26
12588,Outbound,Closed Lost,19572.2,2025-09-09,50.0,2025-10-29
12601,Outbound,Closed Lost,32107.86,2025-08-30,164.0,2026-02-10
12603,Outbound,Closed Lost,25725.41,2025-05-22,134.0,2025-10-03
12609,Outbound,Closed Lost,23201.08,2025-11-05,178.0,2026-05-02
12614,Outbound,Closed Lost,21946.27,2025-03-10,177.0,2025-09-03
12628,Outbound,Closed Lost,30830.59,2025-07-20,121.0,2025-11-18
12635,Outbound,Closed Lost,30183.89,2025-07-16,41.0,2025-08-26
12643,Outbound,Closed Lost,26411.45,2025-07-09,31.0,2025-08-09
12644,Outbound,Closed Lost,30917.03,2025-08-05,103.0,2025-11-16
12655,Outbound,Closed Lost,24051.75,2025-06-01,72.0,2025-08-12
12656,Outbound,Closed Lost,25943.02,2025-04-05,57.0,2025-06-01
12661,Outbound,Closed Lost,21076.67,2025-06-13,112.0,2025-10-03
12680,Outbound,Closed Lost,25292.3,2025-08-26,107.0,2025-12-11
12689,Outbound,Closed Lost,23715.05,2025-11-09,109.0,2026-02-26
12691,Outbound,Closed Lost,21597.49,2025-12-05,163.0,2026-05-17
12692,Outbound,Closed Lost,28087.54,2025-08-26,163.0,2026-02-05
12696,Outbound,Closed Lost,21487.23,2025-02-19,67.0,2025-04-27
12697,Outbound,Closed Lost,25607.15,2025-10-12,112.0,2026-02-01
12700,Outbound,Closed Lost,20731.37,2025-09-23,134.0,2026-02-04
12701,Outbound,Closed Lost,26383.82,2025-06-04,60.0,2025-08-03
12711,Outbound,Closed Lost,25273.5,2025-04-12,142.0,2025-09-01
12717,Outbound,Closed Lost,28711.54,2025-09-27,110.0,2026-01-15
12722,Outbound,Closed Lost,28064.87,2025-05-25,167.0,2025-11-08
12724,Outbound,Closed Lost,21849.84,2025-01-14,149.0,2025-06-12
12732,Outbound,Closed Lost,21544.96,2025-05-05,106.0,2025-08-19
12738,Outbound,Closed Lost,26864.04,2025-10-08,72.0,2025-12-19
12745,Outbound,Closed Lost,18263.24,2025-11-09,138.0,2026-03-27
12759,Outbound,Closed Lost,24206.93,2025-10-10,74.0,2025-12-23
12764,Outbound,Closed Lost,23499.22,2025-04-23,169.0,2025-10-09
12767,Outbound,Closed Lost,16678.56,2025-09-12,107.0,2025-12-28
12769,Outbound,Closed Lost,30177.08,2025-12-16,143.0,2026-05-08
12776,Outbound,Closed Lost,22673.18,2025-12-22,111.0,2026-04-12
12791,Outbound,Closed Lost,25529.45,2025-07-23,112.0,2025-11-12
12801,Outbound,Closed Lost,25263.92,2025-10-14,69.0,2025-12-22
12805,Outbound,Closed Lost,23705.63,2025-01-11,172.0,2025-07-02
12807,Outbound,Closed Lost,22791.81,2025-06-30,102.0,2025-10-10
12810,Outbound,Closed Lost,24880.22,2025-01-21,48.0,2025-03-10
12817,Outbound,Closed Lost,27219.83,2025-09-11,149.0,2026-02-07
12842,Outbound,Closed Lost,29451.23,2025-05-07,148.0,2025-10-02
12847,Outbound,Closed Lost,23314.21,2025-10-06,70.0,2025-12-15
12849,Outbound,Closed Lost,28567.68,2025-12-29,68.0,2026-03-07
12851,Outbound,Closed Lost,24915.35,2025-06-20,70.0,2025-08-29
12864,Outbound,Closed Lost,23017.5,2025-05-23,103.0,2025-09-03
12866,Outbound,Closed Lost,21842.36,2025-02-03,98.0,2025-05-12
12868,Outbound,Closed Lost,25764.19,2025-08-27,79.0,2025-11-14
12875,Outbound,Closed Lost,22307.02,2025-01-23,115.0,2025-05-18
12876,Outbound,Closed Lost,23087.54,2025-11-14,47.0,2025-12-31
12879,Outbound,Closed Lost,25706.37,2025-10-03,42.0,2025-11-14
12904,Outbound,Closed Lost,23746.65,2025-09-15,137.0,2026-01-30
12919,Outbound,Closed Lost,28311.16,2025-10-06,117.0,2026-01-31
12932,Outbound,Closed Lost,26988.52,2025-04-10,98.0,2025-07-17
12935,Outbound,Closed Lost,21910.91,2025-11-04,114.0,2026-02-26
12938,Outbound,Closed Lost,24876.22,2025-04-22,112.0,2025-08-12
12942,Outbound,Closed Lost,24130.06,2025-09-26,83.0,2025-12-18
12947,Outbound,Closed Lost,22896.13,2025-01-22,136.0,2025-06-07
12952,Outbound,Closed Lost,29626.83,2025-04-16,95.0,2025-07-20
12957,Outbound,Closed Lost,24298.31,2025-11-23,78.0,2026-02-09
12985,Outbound,Closed Lost,22857.8,2025-01-13,31.0,2025-02-13
12993,Outbound,Closed Lost,29911.63,2025-09-14,92.0,2025-12-15
10010,Outbound,Closed Won,26487.42,2025-02-14,173.0,2025-08-06
10019,Outbound,Closed Won,28311.8,2025-03-04,157.0,2025-08-08
10025,Outbound,Closed Won,20508.23,2025-06-01,62.0,2025-08-02
10039,Outbound,Closed Won,25045.55,2025-07-29,33.0,2025-08-31
10088,Outbound,Closed Won,24161.48,2025-03-04,61.0,2025-05-04
10098,Outbound,Closed Won,21848.13,2025-08-08,146.0,2026-01-01
10108,Outbound,Closed Won,23038.96,2025-05-29,81.0,2025-08-18
10158,Outbound,Closed Won,26907.9,2025-06-29,162.0,2025-12-08
10162,Outbound,Closed Won,24627.94,2025-10-09,135.0,2026-02-21
10234,Outbound,Closed Won,24292.87,2025-11-08,163.0,2026-04-20
10264,Outbound,Closed Won,24853.1,2025-11-21,148.0,2026-04-18
10266,Outbound,Closed Won,34338.73,2025-03-16,111.0,2025-07-05
10296,Outbound,Closed Won,23679.22,2025-01-29,101.0,2025-05-10
10322,Outbound,Closed Won,24186.06,2025-05-12,167.0,2025-10-26
10356,Outbound,Closed Won,26515.06,2025-10-13,164.0,2026-03-26
10383,Outbound,Closed Won,24597.46,2025-08-17,87.0,2025-11-12
10385,Outbound,Closed Won,30020.09,2025-06-01,78.0,2025-08-18
10389,Outbound,Closed Won,20858.2,2025-05-06,58.0,2025-07-03
10420,Outbound,Closed Won,22443.33,2025-10-10,39.0,2025-11-18
10424,Outbound,Closed Won,24967.4,2025-09-15,30.0,2025-10-15
10491,Outbound,Closed Won,24325.44,2025-02-25,178.0,2025-08-22
10510,Outbound,Closed Won,22472.7,2025-07-16,146.0,2025-12-09
10512,Outbound,Closed Won,26963.29,2025-12-15,96.0,2026-03-21
10559,Outbound,Closed Won,29721.2,2025-10-21,97.0,2026-01-26
10627,Outbound,Closed Won,19578.88,2025-06-22,158.0,2025-11-27
10655,Outbound,Closed Won,29053.05,2025-04-17,68.0,2025-06-24
10663,Outbound,Closed Won,20766.83,2025-01-13,111.0,2025-05-04
10689,Outbound,Closed Won,25101.71,2025-11-22,95.0,2026-02-25
10696,Outbound,Closed Won,24939.7,2025-09-07,30.0,2025-10-07
10711,Outbound,Closed Won,22448.16,2025-08-28,91.0,2025-11-27
10728,Outbound,Closed Won,24389.62,2025-09-24,124.0,2026-01-26
10744,Outbound,Closed Won,29910.22,2025-10-07,96.0,2026-01-11
10789,Outbound,Closed Won,22762.17,2025-12-05,84.0,2026-02-27
10792,Outbound,Closed Won,23156.38,2025-10-08,103.0,2026-01-19
10798,Outbound,Closed Won,24669.98,2025-12-09,162.0,2026-05-20
10809,Outbound,Closed Won,30067.57,2025-01-16,49.0,2025-03-06
10842,Outbound,Closed Won,23876.4,2025-04-07,48.0,2025-05-25
10850,Outbound,Closed Won,28069.17,2025-01-14,160.0,2025-06-23
10852,Outbound,Closed Won,26173.38,2025-06-06,101.0,2025-09-15
10865,Outbound,Closed Won,26228.32,2025-12-07,157.0,2026-05-13
10911,Outbound,Closed Won,16500.91,2025-01-23,125.0,2025-05-28
10913,Outbound,Closed Won,27281.52,2025-04-01,43.0,2025-05-14
10943,Outbound,Closed Won,21043.09,2025-08-18,41.0,2025-09-28
10951,Outbound,Closed Won,21979.22,2025-10-10,172.0,2026-03-31
10960,Outbound,Closed Won,19760.6,2025-09-23,139.0,2026-02-09
10979,Outbound,Closed Won,25261.05,2025-12-18,47.0,2026-02-03
10987,Outbound,Closed Won,26667.82,2025-07-04,99.0,2025-10-11
10991,Outbound,Closed Won,22698.8,2025-12-12,135.0,2026-04-26
10994,Outbound,Closed Won,21355.58,2025-10-02,58.0,2025-11-29
11010,Outbound,Closed Won,22022.27,2025-10-01,117.0,2026-01-26
11058,Outbound,Closed Won,25283.86,2025-02-07,100.0,2025-05-18
11066,Outbound,Closed Won,24225.47,2025-01-12,149.0,2025-06-10
11086,Outbound,Closed Won,25528.45,2025-07-22,146.0,2025-12-15
11108,Outbound,Closed Won,23226.17,2025-05-28,133.0,2025-10-08
11114,Outbound,Closed Won,23364.44,2025-07-10,65.0,2025-09-13
11143,Outbound,Closed Won,28813.2,2025-10-27,44.0,2025-12-10
11147,Outbound,Closed Won,22547.78,2025-09-19,101.0,2025-12-29
11151,Outbound,Closed Won,27016.88,2025-07-05,82.0,2025-09-25
11156,Outbound,Closed Won,22497.45,2025-10-13,126.0,2026-02-16
11168,Outbound,Closed Won,28275.42,2025-02-12,175.0,2025-08-06
11205,Outbound,Closed Won,28681.1,2025-11-08,87.0,2026-02-03
11211,Outbound,Closed Won,25003.33,2025-09-15,48.0,2025-11-02
11235,Outbound,Closed Won,27553.37,2025-12-11,118.0,2026-04-08
11252,Outbound,Closed Won,26178.74,2025-08-22,82.0,2025-11-12
11268,Outbound,Closed Won,21489.16,2025-09-05,93.0,2025-12-07
11318,Outbound,Closed Won,22416.85,2025-01-04,94.0,2025-04-08
11329,Outbound,Closed Won,25147.98,2025-12-25,86.0,2026-03-21
11336,Outbound,Closed Won,28291.66,2025-02-25,30.0,2025-03-27
11342,Outbound,Closed Won,26358.27,2025-08-27,166.0,2026-02-09
11367,Outbound,Closed Won,25699.13,2025-05-19,60.0,2025-07-18
11390,Outbound,Closed Won,25443.27,2025-07-21,141.0,2025-12-09
11394,Outbound,Closed Won,22665.72,2025-10-09,33.0,2025-11-11
11508,Outbound,Closed Won,26081.33,2025-10-02,169.0,2026-03-20
11540,Outbound,Closed Won,27225.47,2025-10-24,44.0,2025-12-07
11552,Outbound,Closed Won,28056.77,2025-10-05,42.0,2025-11-16
11612,Outbound,Closed Won,24504.76,2025-10-24,44.0,2025-12-07
11631,Outbound,Closed Won,23462.23,2025-05-22,63.0,2025-07-24
11688,Outbound,Closed Won,24312.76,2025-02-11,58.0,2025-04-10
11702,Outbound,Closed Won,20981.59,2025-07-02,32.0,2025-08-03
11732,Outbound,Closed Won,26797.31,2025-01-08,119.0,2025-05-07
11742,Outbound,Closed Won,17857.78,2025-03-24,71.0,2025-06-03
11743,Outbound,Closed Won,19510.95,2025-10-22,64.0,2025-12-25
11746,Outbound,Closed Won,22268.54,2025-11-09,128.0,2026-03-17
11768,Outbound,Closed Won,23925.76,2025-09-23,42.0,2025-11-04
11771,Outbound,Closed Won,26315.74,2025-09-11,125.0,2026-01-14
11777,Outbound,Closed Won,21330.34,2025-05-31,88.0,2025-08-27
11793,Outbound,Closed Won,28359.06,2025-05-27,79.0,2025-08-14
11802,Outbound,Closed Won,28766.05,2025-01-12,31.0,2025-02-12
11807,Outbound,Closed Won,23450.16,2025-06-21,44.0,2025-08-04
11836,Outbound,Closed Won,24419.72,2025-02-03,41.0,2025-03-16
11844,Outbound,Closed Won,28468.02,2025-10-05,127.0,2026-02-09
11850,Outbound,Closed Won,25735.12,2025-02-22,126.0,2025-06-28
11889,Outbound,Closed Won,17864.71,2025-03-10,162.0,2025-08-19
11892,Outbound,Closed Won,24882.51,2025-03-04,165.0,2025-08-16
11896,Outbound,Closed Won,29366.3,2025-04-29,107.0,2025-08-14
11901,Outbound,Closed Won,23819.85,2025-06-06,106.0,2025-09-20
11925,Outbound,Closed Won,21192.13,2025-07-05,53.0,2025-08-27
11995,Outbound,Closed Won,22577.23,2025-08-22,68.0,2025-10-29
12006,Outbound,Closed Won,25995.76,2025-12-12,144.0,2026-05-05
12066,Outbound,Closed Won,29717.19,2025-07-19,116.0,2025-11-12
12088,Outbound,Closed Won,23369.18,2025-05-13,173.0,2025-11-02
12091,Outbound,Closed Won,22396.23,2025-07-30,41.0,2025-09-09
12094,Outbound,Closed Won,23207.56,2025-02-07,50.0,2025-03-29
12133,Outbound,Closed Won,24965.45,2025-09-04,129.0,2026-01-11
12134,Outbound,Closed Won,28091.98,2025-09-04,58.0,2025-11-01
12138,Outbound,Closed Won,21032.96,2025-07-26,56.0,2025-09-20
12162,Outbound,Closed Won,26349.48,2025-08-20,157.0,2026-01-24
12178,Outbound,Closed Won,22328.29,2025-12-26,142.0,2026-05-17
12226,Outbound,Closed Won,30418.27,2025-11-13,110.0,2026-03-03
12236,Outbound,Closed Won,24767.52,2025-06-04,125.0,2025-10-07
12257,Outbound,Closed Won,24932.69,2025-09-17,98.0,2025-12-24
12264,Outbound,Closed Won,24106.4,2025-04-13,56.0,2025-06-08
12289,Outbound,Closed Won,31146.12,2025-05-22,171.0,2025-11-09
12302,Outbound,Closed Won,22053.03,2025-03-24,141.0,2025-08-12
12333,Outbound,Closed Won,25708.67,2025-07-05,75.0,2025-09-18
12340,Outbound,Closed Won,22189.61,2025-11-20,32.0,2025-12-22
12347,Outbound,Closed Won,26676.17,2025-09-20,157.0,2026-02-24
12384,Outbound,Closed Won,23699.83,2025-03-05,87.0,2025-05-31
12415,Outbound,Closed Won,26768.92,2025-06-16,78.0,2025-09-02
12439,Outbound,Closed Won,23549.02,2025-10-25,67.0,2025-12-31
12445,Outbound,Closed Won,28561.23,2025-01-13,118.0,2025-05-11
12463,Outbound,Closed Won,27242.33,2025-06-06,145.0,2025-10-29
12475,Outbound,Closed Won,25843.69,2025-06-10,114.0,2025-10-02
12502,Outbound,Closed Won,27180.38,2025-03-12,63.0,2025-05-14
12515,Outbound,Closed Won,24647.04,2025-07-03,129.0,2025-11-09
12519,Outbound,Closed Won,26008.83,2025-06-21,119.0,2025-10-18
12541,Outbound,Closed Won,27714.89,2025-07-27,52.0,2025-09-17
12546,Outbound,Closed Won,24798.31,2025-10-09,59.0,2025-12-07
12548,Outbound,Closed Won,27309.91,2025-04-30,98.0,2025-08-06
12557,Outbound,Closed Won,27590.31,2025-02-06,150.0,2025-07-06
12586,Outbound,Closed Won,28730.28,2025-07-30,162.0,2026-01-08
12593,Outbound,Closed Won,26423.9,2025-01-14,79.0,2025-04-03
12621,Outbound,Closed Won,23491.39,2025-01-30,135.0,2025-06-14
12636,Outbound,Closed Won,23591.96,2025-08-31,170.0,2026-02-17
12640,Outbound,Closed Won,25174.64,2025-10-13,159.0,2026-03-21
12775,Outbound,Closed Won,25616.37,2025-10-17,84.0,2026-01-09
12784,Outbound,Closed Won,26405.62,2025-07-04,177.0,2025-12-28
12815,Outbound,Closed Won,25035.59,2025-01-25,156.0,2025-06-30
12816,Outbound,Closed Won,22057.64,2025-11-29,87.0,2026-02-24
12905,Outbound,Closed Won,21707.17,2025-07-15,156.0,2025-12-18
12916,Outbound,Closed Won,31133.44,2025-12-13,177.0,2026-06-08
12931,Outbound,Closed Won,22981.28,2025-06-08,112.0,2025-09-28
12948,Outbound,Closed Won,22372.56,2025-06-16,149.0,2025-11-12
12968,Outbound,Closed Won,27552.16,2025-12-01,80.0,2026-02-19
10040,Outbound,Legal Review,22075.58,2025-03-13,,
10052,Outbound,Legal Review,22064.5,2025-09-17,,
10164,Outbound,Legal Review,24970.47,2025-12-27,,
10186,Outbound,Legal Review,23873.1,2025-09-06,,
10221,Outbound,Legal Review,27369.76,2025-02-14,,
10231,Outbound,Legal Review,24629.97,2025-04-26,,
10247,Outbound,Legal Review,26168.81,2025-12-06,,
10267,Outbound,Legal Review,27424.11,2025-07-21,,
10278,Outbound,Legal Review,24575.41,2025-10-14,,
10317,Outbound,Legal Review,28365.58,2025-03-09,,
10321,Outbound,Legal Review,26024.98,2025-01-22,,
10328,Outbound,Legal Review,23728.33,2025-02-25,,
10478,Outbound,Legal Review,25186.99,2025-01-18,,
10548,Outbound,Legal Review,25236.89,2025-08-02,,
10554,Outbound,Legal Review,26247.48,2025-07-26,,
10572,Outbound,Legal Review,26660.71,2025-11-16,,
10581,Outbound,Legal Review,22584.71,2025-10-31,,
10636,Outbound,Legal Review,24089.12,2025-10-03,,
10647,Outbound,Legal Review,26826.21,2025-09-10,,
10692,Outbound,Legal Review,24726.77,2025-08-24,,
10734,Outbound,Legal Review,24936.27,2025-04-09,,
11206,Outbound,Legal Review,20258.19,2025-06-23,,
11208,Outbound,Legal Review,31694.5,2025-04-11,,
11307,Outbound,Legal Review,27460.7,2025-01-14,,
11355,Outbound,Legal Review,24068.83,2025-10-17,,
11364,Outbound,Legal Review,27214.71,2025-10-26,,
11380,Outbound,Legal Review,21204.22,2025-04-14,,
11432,Outbound,Legal Review,20402.45,2025-04-05,,
11433,Outbound,Legal Review,29738.31,2025-03-05,,
11460,Outbound,Legal Review,21770.86,2025-10-29,,
11462,Outbound,Legal Review,27872.61,2025-04-23,,
11476,Outbound,Legal Review,25387.56,2025-11-19,,
11497,Outbound,Legal Review,27487.97,2025-05-17,,
11502,Outbound,Legal Review,17536.53,2025-06-18,,
11512,Outbound,Legal Review,27786.8,2025-10-20,,
11517,Outbound,Legal Review,19917.23,2025-05-14,,
11571,Outbound,Legal Review,27876.45,2025-12-07,,
11613,Outbound,Legal Review,25095.28,2025-04-18,,
11628,Outbound,Legal Review,20502.46,2025-07-18,,
11630,Outbound,Legal Review,28374.33,2025-02-19,,
11661,Outbound,Legal Review,20229.57,2025-08-28,,
11689,Outbound,Legal Review,21588.9,2025-08-16,,
11737,Outbound,Legal Review,26592.05,2025-09-20,,
11761,Outbound,Legal Review,27873.98,2025-04-17,,
11806,Outbound,Legal Review,27087.8,2025-10-13,,
11825,Outbound,Legal Review,24675.58,2025-09-21,,
11935,Outbound,Legal Review,21239.48,2025-01-06,,
11965,Outbound,Legal Review,27991.18,2025-02-16,,
12032,Outbound,Legal Review,30001.77,2025-01-01,,
12048,Outbound,Legal Review,24507.55,2025-04-23,,
12086,Outbound,Legal Review,20556.56,2025-03-08,,
12118,Outbound,Legal Review,22019.22,2025-12-01,,
12124,Outbound,Legal Review,30080.64,2025-03-19,,
12127,Outbound,Legal Review,23145.52,2025-02-08,,
12159,Outbound,Legal Review,28032.52,2025-02-22,,
12222,Outbound,Legal Review,22994.64,2025-10-29,,
12235,Outbound,Legal Review,23264.62,2025-12-17,,
12243,Outbound,Legal Review,29047.54,2025-03-16,,
12256,Outbound,Legal Review,31273.28,2025-11-01,,
12258,Outbound,Legal Review,24826.15,2025-07-11,,
12266,Outbound,Legal Review,23417.83,2025-11-10,,
12346,Outbound,Legal Review,31179.54,2025-10-07,,
12355,Outbound,Legal Review,25414.24,2025-03-26,,
12365,Outbound,Legal Review,33132.38,2025-12-19,,
12375,Outbound,Legal Review,19195.11,2025-08-03,,
12386,Outbound,Legal Review,23904.54,2025-12-08,,
12410,Outbound,Legal Review,26186.8,2025-01-28,,
12531,Outbound,Legal Review,26159.76,2025-01-24,,
12539,Outbound,Legal Review,19846.98,2025-01-12,,
12596,Outbound,Legal Review,26224.41,2025-03-31,,
12629,Outbound,Legal Review,22720.98,2025-04-17,,
12795,Outbound,Legal Review,28047.81,2025-03-25,,
12832,Outbound,Legal Review,27618.36,2025-12-30,,
12893,Outbound,Legal Review,33165.74,2025-05-25,,
12902,Outbound,Legal Review,27113.01,2025-01-11,,
10004,Outbound,Negotiation & ROI,27873.52,2025-09-30,,
10009,Outbound,Negotiation & ROI,26556.61,2025-02-01,,
10028,Outbound,Negotiation & ROI,27165.71,2025-08-05,,
10029,Outbound,Negotiation & ROI,21190.0,2025-07-15,,
10055,Outbound,Negotiation & ROI,27192.88,2025-03-20,,
10075,Outbound,Negotiation & ROI,22782.91,2025-04-10,,
10096,Outbound,Negotiation & ROI,27393.98,2025-08-31,,
10126,Outbound,Negotiation & ROI,27846.44,2025-01-18,,
10143,Outbound,Negotiation & ROI,23175.98,2025-11-21,,
10148,Outbound,Negotiation & ROI,27903.48,2025-01-31,,
10171,Outbound,Negotiation & ROI,21917.79,2025-09-02,,
10177,Outbound,Negotiation & ROI,25803.53,2025-11-06,,
10201,Outbound,Negotiation & ROI,29603.45,2025-07-05,,
10205,Outbound,Negotiation & ROI,25009.44,2025-06-05,,
10212,Outbound,Negotiation & ROI,22815.48,2025-06-10,,
10232,Outbound,Negotiation & ROI,25927.14,2025-09-26,,
10239,Outbound,Negotiation & ROI,29586.24,2025-10-11,,
10268,Outbound,Negotiation & ROI,22455.8,2025-02-28,,
10303,Outbound,Negotiation & ROI,27147.2,2025-10-22,,
10316,Outbound,Negotiation & ROI,24933.9,2025-02-13,,
10339,Outbound,Negotiation & ROI,21463.23,2025-09-08,,
10342,Outbound,Negotiation & ROI,20333.88,2025-07-23,,
10360,Outbound,Negotiation & ROI,22882.68,2025-07-08,,
10363,Outbound,Negotiation & ROI,24654.67,2025-11-17,,
